revenue,label,no_purchase
0.0,1,1
10.0,1,0
2.5,1,0
0.0,1,1
5.0,1,0
0.0,1,1
1.6,1,0
0.0,1,1
1.3,1,0
1.0,1,0
2.0,1,0
2.0,1,0
0.0,1,1
1.7,1,0
1.9,1,0
1.0,1,0
10.0,1,0
5.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
3.2,1,0
0.0,1,1
1.0,1,0
1.0,1,0
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.2,1,0
0.0,1,1
24.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
4.0,1,0
5.0,1,0
0.0,1,1
3.0,1,0
0.0,1,1
4.0,1,0
2.0,1,0
1.0,1,0
3.0,1,0
2.0,1,0
1.0,1,0
0.0,1,1
2.0,1,0
2.0,1,0
1.0,1,0
2.0,1,0
1.0,1,0
2.1,1,0
1.0,1,0
1.0,1,0
2.0,1,0
3.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
2.0,1,0
1.0,1,0
2.0,1,0
3.0,1,0
3.0,1,0
1.0,1,0
3.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
14.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
3.5,1,0
4.2,1,0
0.0,1,1
1.0,1,0
14.6,1,0
0.0,1,1
7.4,1,0
2.6,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
8.0,1,0
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
20.0,1,0
5.3,1,0
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
8.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
4.0,1,0
2.0,1,0
0.0,1,1
0.0,1,1
2.4,1,0
0.0,1,1
3.0,1,0
3.0,1,0
5.7,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
6.0,1,0
0.0,1,1
5.2,1,0
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
4.7,1,0
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
6.4,1,0
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
4.2,1,0
0.0,1,1
9.2,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
3.4,1,0
0.0,1,1
0.0,1,1
20.0,1,0
6.2,1,0
5.9,1,0
0.0,1,1
3.1,1,0
0.0,1,1
0.0,1,1
0.0,1,1
7.2,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.1,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
1.5,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.5,1,0
4.0,1,0
10.0,1,0
3.0,1,0
1.0,1,0
1.1,1,0
1.2,1,0
0.0,1,1
2.0,1,0
0.0,1,1
1.9,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.2,1,0
0.0,1,1
0.0,1,1
1.2,1,0
1.1,1,0
1.8,1,0
0.0,1,1
1.8,1,0
32.0,1,0
0.0,1,1
6.0,1,0
32.0,1,0
6.0,1,0
0.0,1,1
0.0,1,1
20.0,1,0
0.0,1,1
6.4,1,0
19.200000000000003,1,0
1.4,1,0
5.0,1,0
0.0,1,1
0.0,1,1
6.0,1,0
7.0,1,0
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
4.0,1,0
0.0,1,1
0.0,1,1
20.0,1,0
10.0,1,0
5.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
75.0,1,0
0.0,1,1
1.0,1,0
7.0,1,0
10.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
90.0,1,0
6.0,1,0
45.0,1,0
10.0,1,0
80.0,1,0
0.0,1,1
40.0,1,0
50.0,1,0
20.0,1,0
60.0,1,0
10.0,1,0
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
40.0,1,0
0.0,1,1
80.0,1,0
20.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
50.0,1,0
0.0,1,1
0.0,1,1
60.0,1,0
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
20.0,1,0
0.0,1,1
0.0,1,1
30.0,1,0
30.0,1,0
31.0,1,0
0.0,1,1
2.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
4.6,1,0
0.0,1,1
3.0,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
1.4,1,0
2.7,1,0
4.0,1,0
2.5,1,0
3.1,1,0
2.0,1,0
5.8,1,0
0.0,1,1
2.0,1,0
3.0,1,0
2.0,1,0
1.0,1,0
5.0,1,0
0.0,1,1
5.0,1,0
0.0,1,1
2.0,1,0
0.0,1,1
25.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
10.0,1,0
4.0,1,0
5.0,1,0
5.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
1.5,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
8.0,1,0
1.5,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
10.2,1,0
0.0,1,1
0.0,1,1
10.0,1,0
8.0,1,0
0.0,1,1
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
5.0,1,0
5.0,1,0
0.0,1,1
5.0,1,0
2.0,1,0
1.6,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
42.3,1,0
7.5,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.1,1,0
0.0,1,1
0.0,1,1
2.6,1,0
2.4,1,0
24.2,1,0
19.0,1,0
18.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
3.0,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
2.0,1,0
1.0,1,0
2.0,1,0
2.0,1,0
3.0,1,0
2.0,1,0
3.0,1,0
4.0,1,0
0.0,1,1
0.0,1,1
6.0,1,0
0.0,1,1
1.0,1,0
5.0,1,0
5.0,1,0
0.0,1,1
50.0,1,0
4.0,1,0
3.0,1,0
0.0,1,1
10.7,1,0
0.0,1,1
0.0,1,1
0.0,1,1
18.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
8.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
17.6,1,0
0.0,1,1
0.0,1,1
0.0,1,1
7.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
1.7,1,0
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
25.0,1,0
12.5,1,0
14.0,1,0
11.5,1,0
20.0,1,0
0.0,1,1
2.0,1,0
0.0,1,1
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
4.0,1,0
6.5,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
11.2,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
4.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
24.2,1,0
0.0,1,1
29.2,1,0
4.8,1,0
0.0,1,1
3.0,1,0
7.2,1,0
0.0,1,1
7.4,1,0
0.0,1,1
0.0,1,1
0.0,1,1
53.7,1,0
4.7,1,0
0.0,1,1
5.300000000000001,1,0
0.0,1,1
4.7,1,0
0.0,1,1
3.4,1,0
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
5.0,1,0
4.0,1,0
0.0,1,1
3.0,1,0
1.3,1,0
0.0,1,1
0.0,1,1
2.0,1,0
4.0,1,0
2.0,1,0
6.0,1,0
2.0,1,0
4.0,1,0
2.0,1,0
4.0,1,0
2.0,1,0
2.0,1,0
4.0,1,0
2.0,1,0
0.0,1,1
1.0,1,0
5.5,1,0
11.0,1,0
6.0,1,0
0.0,1,1
2.0,1,0
2.8,1,0
1.0,1,0
5.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
2.8,1,0
2.6,1,0
2.5,1,0
1.0,1,0
2.4,1,0
3.0,1,0
2.0,1,0
2.0,1,0
0.0,1,1
20.5,1,0
0.0,1,1
18.6,1,0
0.0,1,1
0.0,1,1
11.0,1,0
2.7,1,0
0.0,1,1
0.0,1,1
8.0,1,0
0.0,1,1
6.0,1,0
0.0,1,1
20.0,1,0
0.0,1,1
30.0,1,0
5.4,1,0
90.2,1,0
0.0,1,1
50.0,1,0
20.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
5.7,1,0
18.8,1,0
30.0,1,0
22.8,1,0
30.0,1,0
60.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
90.0,1,0
50.0,1,0
30.0,1,0
11.0,1,0
0.0,1,1
6.6,1,0
0.0,1,1
25.0,1,0
0.0,1,1
9.0,1,0
50.0,1,0
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
30.0,1,0
20.0,1,0
9.8,1,0
0.0,1,1
50.0,1,0
30.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
14.0,1,0
0.0,1,1
94.9,1,0
10.0,1,0
0.0,1,1
0.0,1,1
15.0,1,0
14.0,1,0
60.0,1,0
0.0,1,1
7.8,1,0
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
45.3,1,0
20.5,1,0
41.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
12.0,1,0
0.0,1,1
11.2,1,0
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.2,1,0
0.0,1,1
0.0,1,1
0.0,1,1
4.4,1,0
0.0,1,1
15.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.8,1,0
4.9,1,0
0.0,1,1
4.5,1,0
3.0,1,0
6.0,1,0
8.2,1,0
1.0,1,0
3.0,1,0
6.800000000000001,1,0
0.0,1,1
17.0,1,0
3.2,1,0
0.0,1,1
1.0,1,0
1.5,1,0
1.0,1,0
4.0,1,0
3.0,1,0
8.0,1,0
3.0,1,0
4.0,1,0
14.4,1,0
5.0,1,0
9.0,1,0
3.0,1,0
4.0,1,0
5.0,1,0
6.0,1,0
4.0,1,0
3.0,1,0
3.0,1,0
3.0,1,0
5.0,1,0
7.0,1,0
4.0,1,0
5.0,1,0
4.0,1,0
5.0,1,0
7.0,1,0
5.0,1,0
3.0,1,0
4.0,1,0
4.0,1,0
4.0,1,0
3.0,1,0
4.0,1,0
0.0,1,1
11.0,1,0
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
9.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
2.0,1,0
3.0,1,0
1.0,1,0
6.6,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.4,1,0
2.0,1,0
1.0,1,0
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
11.6,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
20.0,1,0
30.0,1,0
15.0,1,0
8.0,1,0
0.0,1,1
60.0,1,0
22.0,1,0
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
6.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
11.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.6,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
6.0,1,0
10.0,1,0
0.0,1,1
1.0,1,0
1.0,1,0
0.0,1,1
1.0,1,0
0.0,1,1
2.8,1,0
1.5,1,0
0.0,1,1
0.0,1,1
7.2,1,0
7.2,1,0
2.3,1,0
5.0,1,0
5.0,1,0
4.4,1,0
0.0,1,1
7.9,1,0
0.0,1,1
0.0,1,1
10.0,1,0
4.0,1,0
3.0,1,0
3.5,1,0
0.0,1,1
20.0,1,0
0.0,1,1
14.1,1,0
0.0,1,1
2.4,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
3.0,1,0
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
3.9,1,0
1.9,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
5.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
2.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
2.0,1,0
1.0,1,0
6.1,1,0
3.0,1,0
5.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
32.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
35.0,1,0
50.0,1,0
31.5,1,0
0.0,1,1
20.0,1,0
60.0,1,0
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
50.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
80.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
22.6,1,0
0.0,1,1
50.0,1,0
2.0,1,0
1.0,1,0
3.5,1,0
3.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.4,1,0
4.0,1,0
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
2.0,1,0
2.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
3.0,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.5,1,0
0.0,1,1
3.0,1,0
0.0,1,1
8.0,1,0
5.3,1,0
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
5.0,1,0
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
5.0,1,0
5.0,1,0
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
5.0,1,0
0.0,1,1
3.0,1,0
3.0,1,0
5.0,1,0
5.0,1,0
5.0,1,0
0.0,1,1
5.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
3.2,1,0
0.0,1,1
0.0,1,1
1.7,1,0
0.0,1,1
10.0,1,0
0.0,1,1
4.0,1,0
2.5,1,0
0.0,1,1
3.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
2.0,1,0
2.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
3.0,1,0
2.0,1,0
0.0,1,1
2.0,1,0
3.0,1,0
1.5,1,0
0.0,1,1
2.0,1,0
0.0,1,1
2.0,1,0
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
5.0,1,0
5.0,1,0
0.0,1,1
0.0,1,1
6.0,1,0
4.0,1,0
0.0,1,1
11.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
2.0,1,0
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
1.0,1,0
2.0,1,0
0.0,1,1
1.0,1,0
2.0,1,0
0.0,1,1
21.0,1,0
0.0,1,1
2.0,1,0
12.6,1,0
4.0,1,0
0.0,1,1
9.0,1,0
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
7.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
24.0,1,0
25.0,1,0
7.9,1,0
0.0,1,1
8.9,1,0
10.0,1,0
0.0,1,1
0.0,1,1
6.5,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
3.8,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
50.0,1,0
9.4,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
7.0,1,0
3.1,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
3.0,1,0
0.0,1,1
3.2,1,0
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
50.0,1,0
0.0,1,1
50.0,1,0
25.0,1,0
0.0,1,1
0.0,1,1
67.0,1,0
27.0,1,0
50.0,1,0
0.0,1,1
70.0,1,0
0.0,1,1
90.0,1,0
0.0,1,1
0.0,1,1
70.0,1,0
68.4,1,0
0.0,1,1
0.0,1,1
0.0,1,1
67.0,1,0
0.0,1,1
50.0,1,0
96.0,1,0
40.0,1,0
0.0,1,1
13.0,1,0
40.0,1,0
0.0,1,1
50.0,1,0
0.0,1,1
50.0,1,0
60.0,1,0
0.0,1,1
30.0,1,0
30.0,1,0
32.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
1.4,1,0
0.0,1,1
2.0,1,0
0.0,1,1
2.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
45.0,1,0
0.0,1,1
70.0,1,0
18.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
30.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
11.5,1,0
50.5,1,0
50.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
20.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
8.8,1,0
0.0,1,1
0.0,1,1
8.8,1,0
20.0,1,0
15.5,1,0
10.0,1,0
20.0,1,0
21.0,1,0
27.0,1,0
98.0,1,0
0.0,1,1
10.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
50.0,1,0
0.0,1,1
38.0,1,0
50.0,1,0
50.0,1,0
84.0,1,0
50.0,1,0
0.0,1,1
0.0,1,1
84.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
5.0,1,0
5.1,1,0
0.0,1,1
6.0,1,0
2.0,1,0
2.0,1,0
4.0,1,0
2.0,1,0
2.3,1,0
0.0,1,1
0.0,1,1
2.3,1,0
2.0,1,0
3.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
10.0,1,0
0.0,1,1
1.0,1,0
0.0,1,1
4.0,1,0
0.0,1,1
10.4,1,0
30.0,1,0
0.0,1,1
15.0,1,0
1.0,1,0
1.0,1,0
4.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
16.0,1,0
15.0,1,0
10.0,1,0
11.2,1,0
16.8,1,0
9.2,1,0
15.0,1,0
12.0,1,0
28.0,1,0
20.0,1,0
10.0,1,0
50.0,1,0
0.0,1,1
20.0,1,0
0.0,1,1
0.0,1,1
0.0,1,1
15.8,1,0
20.4,1,0
0.0,1,1
10.0,1,0
10.0,1,0
0.0,1,1
0.0,1,1
10.0,1,0
7.0,1,0
10.2,1,0
18.0,1,0
10.0,1,0
0.0,1,1
9.6,1,0
0.0,1,1
10.0,1,0
